ym,bullish,neutral,bearish,spread,n_weeks
202501,0.359863,0.28895919999999997,0.3511578,0.008705199999999969,5
202502,0.27581,0.24618299999999999,0.47800675,-0.20219674999999998,4
202503,0.2186055,0.21485225,0.5665425,-0.34793699999999994,4
202504,0.24413125,0.17270375,0.583165,-0.33903375,4
202505,0.3138388,0.21853280000000003,0.4676286,-0.15378980000000003,5
202506,0.3440125,0.2642385,0.39174875,-0.04773624999999998,4
202507,0.4055446,0.2449018,0.34955379999999997,0.05599080000000001,5
202508,0.32549575,0.24042175,0.43408275,-0.10858700000000004,4
202509,0.36026775,0.203691,0.436041,-0.07577325000000001,4
202510,0.4066776,0.1925006,0.4008218,0.005855799999999967,5
202511,0.33546375,0.235343,0.42919324999999997,-0.09372949999999997,4
202512,0.4261555,0.25040975,0.32343475,0.10272075000000003,4
202601,0.44318920000000006,0.25921859999999997,0.2975922,0.1455970000000001,5
202602,0.36480825,0.27560724999999997,0.3595855,0.005222749999999998,4
202603,0.31873975,0.2219625,0.459298,-0.14055825,4
202604,0.3704552,0.20692339999999998,0.4226216,-0.0521664,5
202605,0.36227575,0.250164,0.3875615,-0.025285749999999996,4
202606,0.37036375,0.22929825,0.40033775,-0.029974,4
202607,0.3463208,0.260021,0.3936578,-0.04733700000000002,5
202608,0.350325,0.24915375,0.400521,-0.05019600000000002,4
202609,0.3548723333333333,0.21115533333333333,0.43397233333333335,-0.07910000000000006,3
